shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
ece1d069-2f6b-4836-bae0-5196af09dbb8,40.4574747648632,-86.9341416475481,37,10889.76
76983c84-a550-4ae5-9ebd-33e18e16f83d,40.402934873279,-86.8367071054403,22,6790.8
d4a536bd-c78c-4eb1-b23d-a3dfeea9ee8b,40.4218404246473,-86.8942525621803,23,4236.72
c8b38e8e-81ed-48fd-968b-14851619707a,40.4239768042551,-86.9103753215298,9,2070.63
17c09e80-b496-42cc-9ce2-11bc70d2c634,40.4362331601803,-86.9457609614894,16,5070.18
23b25f4b-07dc-4760-8447-40c9c89fdef1,40.4221488787024,-86.9043403508866,28,4294.04
eeb83ce0-d934-4f3d-be0b-501c954043dd,40.4064941648539,-86.8655958393571,15,2497.37
ece1d069-2f6b-4836-bae0-5196af09dbb8,40.4460119312891,-86.9469200907245,28,8116.54
75531d05-f1a5-464f-a991-9cee7f03c7f3,40.427920284323,-86.9105006571593,15,2085.29
8e273d6c-292c-429a-90ea-17805a9f3ebb,40.41762265072,-86.8139324673374,5,309.07
cc3bb77b-1bf1-454c-8569-4f64668caf8e,40.4478192742125,-86.9232676191597,43,2143.3
2310bef0-6b01-4c83-ad86-fc1941919590,40.409628,-86.886396,13,3454.56
8de13121-4053-48e7-aa94-5337858a9357,40.4309478659003,-86.9102774208949,26,5852.15
041d584c-8d1e-40f2-962d-bb0231461d0d,40.3642,-86.8606,1,116.57
a3c93b9d-3771-4795-a049-5c9e1ad68274,40.3818433214332,-86.8844209244502,73,8050.87
b57d9985-2e52-4096-befc-d7807b74ee9b,40.4274509228439,-86.9257350084211,5,1342.6
3c068e88-548a-4008-91f4-00e5b6ca2718,40.4653123298474,-86.9303416866268,70,6116.07
a36ab8ce-df7e-4465-8382-d16340bf2cf9,40.39168,-86.84966,61,12407.79
8e273d6c-292c-429a-90ea-17805a9f3ebb,40.4249987259506,-86.850330045839,24,4208.59
0ad88370-06b4-4430-8e2f-55c9b689648b,40.4034431519177,-86.8342528840454,25,3741.68
6c7d5bfc-2ad6-4f97-93ae-3c95c97bc7d5,40.4189798485625,-86.8734453245071,35,6806.48
3c068e88-548a-4008-91f4-00e5b6ca2718,40.4268749312684,-86.9103404528106,3,408.13
35a4a041-bbef-4caf-bf3c-90c8fcf505e1,40.4313858078624,-86.9142260552471,32,6233.13
85101d5f-e45c-4ee3-9d01-be05b92d72bb,40.4242021098257,-86.9293586569642,28,6965.8
b24b0274-e323-4f43-98f3-f66a225b07c8,40.4320328195114,-86.8777046726766,23,3122.78
cc3bb77b-1bf1-454c-8569-4f64668caf8e,40.4461459041424,-86.9218839077846,47,2367.28
0ad88370-06b4-4430-8e2f-55c9b689648b,40.398659,-86.838397,20,2849.15
041d584c-8d1e-40f2-962d-bb0231461d0d,40.365249,-86.860616,0,0
23b25f4b-07dc-4760-8447-40c9c89fdef1,40.4359139761874,-86.897409522379,23,2655.08
b02434ee-e8b5-481f-a99b-2ac0ab14efbc,40.4233344151577,-86.8906288975852,6,748.63
0ad88370-06b4-4430-8e2f-55c9b689648b,40.418453,-86.838863,36,5819
c8b38e8e-81ed-48fd-968b-14851619707a,40.4344535132917,-86.8867504231185,37,7071.79
3a0c1adf-bcce-4483-b912-f6ccb6cea72a,40.432046,-86.870901,29,5464.02
3c068e88-548a-4008-91f4-00e5b6ca2718,40.431117,-86.913622,8,974.48
cc3bb77b-1bf1-454c-8569-4f64668caf8e,40.4226084943267,-86.9056189906273,122,9212.8
8e273d6c-292c-429a-90ea-17805a9f3ebb,40.41539,-86.8138,0,0
ed2b4b2e-07ca-4297-aab0-bfc74190b50f,40.4182797919678,-86.8905095392769,28,5193.25
8ef0cf95-edd8-4baa-a2a0-c53418be348b,40.416478688507,-86.8953562912557,88,12681.69
9c2606ab-128d-4c9a-9fbf-7fe26a74f4fa,40.4029831454824,-86.8342451164502,25,3677.84
3291c507-52af-4f5a-a675-9ca4a3414ee8,40.4257403567875,-86.8912203247082,24,3964.03
749cb9f5-1ea2-4301-9329-97882a5b9fb7,40.4031548144314,-86.8343360325298,45,9946.74
5411caeb-1442-41aa-806e-7dd24ab1196c,40.417408,-86.878397,28,9176.64
23b25f4b-07dc-4760-8447-40c9c89fdef1,40.4240103318697,-86.9082992916286,29,4687.67
749cb9f5-1ea2-4301-9329-97882a5b9fb7,40.4231466605155,-86.8471864966861,30,6678.12
fea2c57d-9abb-475a-8121-196bf716857e,40.4327570159886,-86.8655529240103,8,1343.87
b7ef4e53-829f-4e0a-aff9-a380007ff4d9,40.4167898247713,-86.8140719422145,3,212.27
b38b5b09-dead-4792-915f-cc5e1a19687e,40.4455283549743,-86.9440638687649,39,11156.47
9c2606ab-128d-4c9a-9fbf-7fe26a74f4fa,40.3924414052018,-86.8368074852837,15,2026.53
3a0c1adf-bcce-4483-b912-f6ccb6cea72a,40.4344079157357,-86.8867370120726,14,2295.3
ece1d069-2f6b-4836-bae0-5196af09dbb8,40.4460979268833,-86.9369818757472,25,7275.97
8de13121-4053-48e7-aa94-5337858a9357,40.4604897177511,-86.9274381951951,5,935.74
e9c69f38-7aa0-4188-ab84-13c9534a2a75,40.3835197021675,-86.8430062736873,50,10665.36
ed3a538d-5bf9-4508-a33e-332be73a9c02,40.424196179474,-86.9405819289259,10,4368.85
9e37c709-da4d-47d3-8e02-117078544224,40.383573,-86.89251,30,4716.17
4188213e-63dd-4835-acef-6dea1dd88bc8,40.4328844209244,-86.9214300466436,7,1772.37
7a080abe-31e5-4068-a553-2928a8743761,40.38449,-86.86938,23,4764.73
85101d5f-e45c-4ee3-9d01-be05b92d72bb,40.4478795843592,-86.923434119396,7,2029.99
17c09e80-b496-42cc-9ce2-11bc70d2c634,40.4548976245956,-86.9523801801358,21,7505.36
fbc5cd1c-6db6-485f-8305-5acfa94e003b,40.3992092847353,-86.8538397165441,23,5184.62
d9e7dd6d-56fa-4ab9-b86b-18f57ab95e36,40.4182891797,-86.8867987028836,17,4514.83
d9e7dd6d-56fa-4ab9-b86b-18f57ab95e36,40.4336662848989,-86.88723322077,9,2805.65
3a0c1adf-bcce-4483-b912-f6ccb6cea72a,40.4343958457944,-86.8874960772691,15,2359.51
a36ab8ce-df7e-4465-8382-d16340bf2cf9,40.3819734085782,-86.8445029464068,47,10027.54
ec57a9af-e26c-4f0c-b0f5-c8689c11b535,40.4241505990929,-86.9191772432196,43,9148.17
e9c69f38-7aa0-4188-ab84-13c9534a2a75,40.39168,-86.84966,63,12833.81
cc3bb77b-1bf1-454c-8569-4f64668caf8e,40.4575745736473,-86.9328447193209,2,133.78
35a4a041-bbef-4caf-bf3c-90c8fcf505e1,40.4248887553745,-86.8933768208848,42,8272.49
9e37c709-da4d-47d3-8e02-117078544224,40.382035,-86.886537,22,4165.34
749cb9f5-1ea2-4301-9329-97882a5b9fb7,40.4251542940828,-86.8472146598825,29,6455.02
f1d1a794-64a6-4201-b26a-af1e3cb44705,40.4031548144314,-86.8343360325298,45,9930.2
9862f095-0be6-46b4-a1a6-c24ae6e1b21c,40.4029654904691,-86.8097915743647,33,9887.81
a249126c-3876-4974-8a7c-dcbc3387511d,40.4313166696618,-86.9140901812369,7,1587.64
0ad88370-06b4-4430-8e2f-55c9b689648b,40.4222011817814,-86.847014835299,42,6864.95
19b1b3a2-f738-496f-be5b-eb74acef1d7f,40.423931,-86.911286,45,9870.48
7a080abe-31e5-4068-a553-2928a8743761,40.4131339736661,-86.8770958111939,46,9156.66
cc51be41-31c7-4cbc-ae01-e416cf0c5c41,40.4182717453403,-86.8867101899809,63,9986.32
8e273d6c-292c-429a-90ea-17805a9f3ebb,40.4154004404188,-86.8134630807318,1,28.53
89d30f4c-2c01-4497-b2e3-de416e4ccdaf,40.39168,-86.84966,0,0
9e37c709-da4d-47d3-8e02-117078544224,40.3849037221017,-86.9110646492877,50,7120.52
eeb83ce0-d934-4f3d-be0b-501c954043dd,40.4218377424382,-86.8942753609583,32,5881.98
5411caeb-1442-41aa-806e-7dd24ab1196c,40.4174711059017,-86.8757748231754,27,8954.69
5722b85f-8831-4c63-93a3-1088ca4ad852,40.4727769179807,-86.8967161713073,52,10817.41
fdb1f3d7-9bfc-4080-9744-eecba1f2f0d7,40.4215152208192,-86.9304708090822,2,584.01
d9e7dd6d-56fa-4ab9-b86b-18f57ab95e36,40.424234,-86.918942,36,8281.39
5722b85f-8831-4c63-93a3-1088ca4ad852,40.428627,-86.911277,10,2190.95
9e37c709-da4d-47d3-8e02-117078544224,40.3964761135862,-86.8952369329474,66,9817.68
812dbe53-6509-4f19-8747-b99bd795f0df,40.4176119218834,-86.8139069863502,5,304.03
b7ef4e53-829f-4e0a-aff9-a380007ff4d9,40.4200822365333,-86.8818848956755,52,8392.43
3c068e88-548a-4008-91f4-00e5b6ca2718,40.4358482620626,-86.9152515778096,12,1540.08
f1d1a794-64a6-4201-b26a-af1e3cb44705,40.403042161646,-86.8365676305632,46,10119.45
9e37c709-da4d-47d3-8e02-117078544224,40.3652578810011,-86.8623637773015,3,307.18
a36ab8ce-df7e-4465-8382-d16340bf2cf9,40.3818151582369,-86.855686417561,45,9080.73
9e37c709-da4d-47d3-8e02-117078544224,40.3926405544663,-86.9054709020538,59,8772.1
89d30f4c-2c01-4497-b2e3-de416e4ccdaf,40.418292,-86.888474,55,10627.15
3c068e88-548a-4008-91f4-00e5b6ca2718,40.4691773932682,-86.9387061559383,81,7299.69
8e273d6c-292c-429a-90ea-17805a9f3ebb,40.4190415393735,-86.86752032444,32,6304.35
544492c2-4a4c-408d-8a9d-a250c29ce5cb,40.4272102074152,-86.9219798995244,9,1971.7
89d30f4c-2c01-4497-b2e3-de416e4ccdaf,40.3824766598999,-86.8693562783365,23,4586.84
5722b85f-8831-4c63-93a3-1088ca4ad852,40.4264444366958,-86.9190764080928,3,833.86
a71242c1-4d9e-4544-b9fb-85a33be1459a,40.4164585719382,-86.8316484589367,54,7929.88
a36ab8ce-df7e-4465-8382-d16340bf2cf9,40.3818795312571,-86.8491364627562,46,9635.2
9862f095-0be6-46b4-a1a6-c24ae6e1b21c,40.4029482843249,-86.8413017297567,21,6402.02
55e8db73-883c-44da-8ffe-0bb673265fce,40.4146601506865,-86.8249187961172,53,7933.24
3a0c1adf-bcce-4483-b912-f6ccb6cea72a,40.3942598337592,-86.8485199869644,69,14934.17
7a080abe-31e5-4068-a553-2928a8743761,40.393337,-86.84857,4,336.56
fee02bed-a7f1-4fac-898d-fd23b3b2dfda,40.4313273984985,-86.9141827174534,9,1570.9
75b3621a-a10c-41d1-8a64-5281f7c33647,40.403166,-86.82745,5,2520.76
0ad88370-06b4-4430-8e2f-55c9b689648b,40.4321924109574,-86.8589667593817,54,9273.69
35a4a041-bbef-4caf-bf3c-90c8fcf505e1,40.4236254348532,-86.8940634664335,44,8432.06
8ef0cf95-edd8-4baa-a2a0-c53418be348b,40.4107481486051,-86.8941157695124,84,11944.39
3c068e88-548a-4008-91f4-00e5b6ca2718,40.4469785685243,-86.9191587406038,25,3125.76
f1d1a794-64a6-4201-b26a-af1e3cb44705,40.4280649822982,-86.8451539143301,26,6032.62
76983c84-a550-4ae5-9ebd-33e18e16f83d,40.3996022283794,-86.8079967384336,36,10495.66
b7ef4e53-829f-4e0a-aff9-a380007ff4d9,40.4242262497083,-86.8505124360628,22,4122.49
2a89dc32-c5d2-4a1f-b253-5101778fe583,40.4491453140465,-86.9390977584778,2,214.67
a3c93b9d-3771-4795-a049-5c9e1ad68274,40.3817709017856,-86.88395019674,74,8091.52
3a0c1adf-bcce-4483-b912-f6ccb6cea72a,40.389442,-86.839644,66,14010.35
8ef0cf95-edd8-4baa-a2a0-c53418be348b,40.4207112145848,-86.8948077794795,92,13170.7
d7c3f8ae-2050-45f0-86c8-e90cb3022546,40.4241619463393,-86.9166235957359,6,1312.44
c8b38e8e-81ed-48fd-968b-14851619707a,40.4191153001258,-86.9001064837042,19,3978.62
544492c2-4a4c-408d-8a9d-a250c29ce5cb,40.428052243145,-86.9216357881441,10,2069.69
0ad88370-06b4-4430-8e2f-55c9b689648b,40.4288061218742,-86.8448221292986,49,7699.12
35a4a041-bbef-4caf-bf3c-90c8fcf505e1,40.4327529926749,-86.9058008137823,26,5272.77
3c068e88-548a-4008-91f4-00e5b6ca2718,40.4478021612479,-86.919452447975,28,3225.45
9e37c709-da4d-47d3-8e02-117078544224,40.365249,-86.860616,0,0
d072bcb2-356b-46ca-b41a-a0910b5925c2,40.418996,-86.895413,23,4619.36
b38b5b09-dead-4792-915f-cc5e1a19687e,40.4313233751847,-86.9140968867598,25,5662.33
a36ab8ce-df7e-4465-8382-d16340bf2cf9,40.389442,-86.839644,52,11048.77
f1d1a794-64a6-4201-b26a-af1e3cb44705,40.3942673143308,-86.8485141902276,58,12872.96
2310bef0-6b01-4c83-ad86-fc1941919590,40.4182838152816,-86.8867115310855,17,4416.77
c8b38e8e-81ed-48fd-968b-14851619707a,40.4240934887021,-86.9172436713025,7,1489.14
040b3860-47b8-45f4-adad-95093f61b074,40.468597,-86.943293,9,1837.42
4d06a394-0bf1-4495-aa4b-248e7e992dc9,40.4605303913859,-86.915516664167,37,8200.61
4d06a394-0bf1-4495-aa4b-248e7e992dc9,40.4276541130337,-86.9082376008176,14,2675.9
33a78717-33ba-4ed0-a454-e9664b82ecc9,40.4699042719546,-86.9455819991578,29,8539.42
8e273d6c-292c-429a-90ea-17805a9f3ebb,40.4191327344854,-86.86074372296,30,5730.96
3c068e88-548a-4008-91f4-00e5b6ca2718,40.4649435260858,-86.9313917715187,72,6214.47
89d30f4c-2c01-4497-b2e3-de416e4ccdaf,40.4182730864449,-86.8811808157671,52,10010.14
8ef0cf95-edd8-4baa-a2a0-c53418be348b,40.3652578810011,-86.8623382963144,3,305.35
a71242c1-4d9e-4544-b9fb-85a33be1459a,40.4203705740196,-86.8674653391519,16,2533.44
749cb9f5-1ea2-4301-9329-97882a5b9fb7,40.42558,-86.886886,10,1325.78
75b3621a-a10c-41d1-8a64-5281f7c33647,40.4030233861818,-86.8444493022233,16,4731.99
55e8db73-883c-44da-8ffe-0bb673265fce,40.4175703476411,-86.8248316243191,63,8339.29
3a0c1adf-bcce-4483-b912-f6ccb6cea72a,40.4266594089463,-86.8472721616917,40,8340.24
e9c69f38-7aa0-4188-ab84-13c9534a2a75,40.385448,-86.841398,51,10919.22
35a4a041-bbef-4caf-bf3c-90c8fcf505e1,40.4308459419516,-86.9080364351294,28,5673.83
55e8db73-883c-44da-8ffe-0bb673265fce,40.419049586001,-86.8606887376719,16,2950.38
55e8db73-883c-44da-8ffe-0bb673265fce,40.421752,-86.860458,18,3251.79
3c068e88-548a-4008-91f4-00e5b6ca2718,40.4808450031784,-86.9311771947847,92,9224.7
1035d823-8bdf-4b77-b615-47bb6e13a654,40.4641871430985,-86.8996692836088,34,7618.69
3c068e88-548a-4008-91f4-00e5b6ca2718,40.4808329332371,-86.9345540961357,91,8939.28
6e0407a9-fdcc-4c6d-af74-d759dbc6e6cd,40.4607552564594,-86.9241310312826,41,8902.01
1a9201fa-fddf-4943-8d40-fb830a3b4a5b,40.4483004181564,-86.8998141229042,14,1921.11
55e8db73-883c-44da-8ffe-0bb673265fce,40.424808,-86.850958,22,4394.56
3a0c1adf-bcce-4483-b912-f6ccb6cea72a,40.4217908037776,-86.8930777545618,3,389.38
041d584c-8d1e-40f2-962d-bb0231461d0d,40.3847347429237,-86.9047239067986,26,6569.33
cc3bb77b-1bf1-454c-8569-4f64668caf8e,40.4198180389296,-86.900679135363,132,9755.18
55e8db73-883c-44da-8ffe-0bb673265fce,40.4174120972998,-86.8142288514512,65,9236.72
3a0c1adf-bcce-4483-b912-f6ccb6cea72a,40.417871,-86.839167,47,9932.9
17c09e80-b496-42cc-9ce2-11bc70d2c634,40.4203343641957,-86.9131165393064,6,993.76
cc51be41-31c7-4cbc-ae01-e416cf0c5c41,40.4176132629879,-86.8579099689668,48,7511.07
749cb9f5-1ea2-4301-9329-97882a5b9fb7,40.4214541865262,-86.8464998511374,32,6880.22
cc3bb77b-1bf1-454c-8569-4f64668caf8e,40.427659406579,-86.9307024423978,95,6661.9
a36ab8ce-df7e-4465-8382-d16340bf2cf9,40.4172766457365,-86.891884171479,4,596.79
041d584c-8d1e-40f2-962d-bb0231461d0d,40.3879882626526,-86.89703267199,22,5555.09
c01374f4-4c5d-40d6-ae29-674af9914301,40.427367116652,-86.9258315518994,9,1589.6
03e26e1c-6e00-499f-93b0-320dca7c832a,40.388000332594,-86.879344843587,27,6348.68
5411caeb-1442-41aa-806e-7dd24ab1196c,40.4202187635183,-86.8943307935698,40,11113.61
35a4a041-bbef-4caf-bf3c-90c8fcf505e1,40.426237,-86.903733,39,7373.76
5722b85f-8831-4c63-93a3-1088ca4ad852,40.4744845061675,-86.8958235052406,50,10606.8
f1d1a794-64a6-4201-b26a-af1e3cb44705,40.432045,-86.873718,16,3158.02
041d584c-8d1e-40f2-962d-bb0231461d0d,40.416478688507,-86.8953562912557,53,12591.16
cc51be41-31c7-4cbc-ae01-e416cf0c5c41,40.4058517757566,-86.8327374358617,31,3446.21
8de13121-4053-48e7-aa94-5337858a9357,40.4313569027994,-86.9103739804252,27,5898.33
b7ef4e53-829f-4e0a-aff9-a380007ff4d9,40.4218846810987,-86.8676034729244,38,6633.15
9c2606ab-128d-4c9a-9fbf-7fe26a74f4fa,40.4321347434601,-86.8773586676931,57,10742.29
b02434ee-e8b5-481f-a99b-2ac0ab14efbc,40.4319121200986,-86.8663039425793,21,3497.96
3c068e88-548a-4008-91f4-00e5b6ca2718,40.4662122110255,-86.9281234996392,63,5874.71
ed3a538d-5bf9-4508-a33e-332be73a9c02,40.4439646270254,-86.9619474984376,2,1286.59
3c068e88-548a-4008-91f4-00e5b6ca2718,40.4458555954973,-86.9191739436508,23,3000.97
9e37c709-da4d-47d3-8e02-117078544224,40.3955909845585,-86.8959584472155,65,9701.91
a36ab8ce-df7e-4465-8382-d16340bf2cf9,40.381793,-86.858888,44,8809.72
fee02bed-a7f1-4fac-898d-fd23b3b2dfda,40.4239633932092,-86.9080525283845,15,2577.49
5722b85f-8831-4c63-93a3-1088ca4ad852,40.4241243257597,-86.9118599243081,0,0
ed2b4b2e-07ca-4297-aab0-bfc74190b50f,40.39956,-86.85581,11,1379.12
e9c69f38-7aa0-4188-ab84-13c9534a2a75,40.4030327739139,-86.8719191474866,18,3525.65
3291c507-52af-4f5a-a675-9ca4a3414ee8,40.4264591888463,-86.8773935364123,17,2730.08
89d30f4c-2c01-4497-b2e3-de416e4ccdaf,40.4207112145848,-86.8948077794795,60,11495.92
8ef0cf95-edd8-4baa-a2a0-c53418be348b,40.3673030654969,-86.8626601614154,5,537.37
a36ab8ce-df7e-4465-8382-d16340bf2cf9,40.4172551880631,-86.8942458566574,2,396.97
b38b5b09-dead-4792-915f-cc5e1a19687e,40.4386994504153,-86.93774190174,37,10219.29
a36ab8ce-df7e-4465-8382-d16340bf2cf9,40.4173128555603,-86.8837141623327,7,1288.01
b24b0274-e323-4f43-98f3-f66a225b07c8,40.4320448894528,-86.874427013065,24,3400.01
7a080abe-31e5-4068-a553-2928a8743761,40.4109721130712,-86.8771601842141,45,8916.37
b24b0274-e323-4f43-98f3-f66a225b07c8,40.4217317951758,-86.8867866329424,7,915.24
cc3bb77b-1bf1-454c-8569-4f64668caf8e,40.4233347730462,-86.906958525648,121,9073.68
3a0c1adf-bcce-4483-b912-f6ccb6cea72a,40.4030111807128,-86.8386150578102,58,12354.63
0ad88370-06b4-4430-8e2f-55c9b689648b,40.4327087362235,-86.8880016736985,71,13226.08
89d30f4c-2c01-4497-b2e3-de416e4ccdaf,40.4182704042358,-86.8837704887253,53,10229.22
3a0c1adf-bcce-4483-b912-f6ccb6cea72a,40.4289710777385,-86.8449548986527,37,7998.27
ed2b4b2e-07ca-4297-aab0-bfc74190b50f,40.4218538356932,-86.8930938478168,31,5796.72
cc3bb77b-1bf1-454c-8569-4f64668caf8e,40.4207816898392,-86.9013450967504,129,9632.76
33a78717-33ba-4ed0-a454-e9664b82ecc9,40.4239526643725,-86.9080565516982,5,866.13
cc51be41-31c7-4cbc-ae01-e416cf0c5c41,40.4181054483715,-86.8794883417778,57,9371.25
5722b85f-8831-4c63-93a3-1088ca4ad852,40.4585142706939,-86.9018418730403,30,6963.09
8ef0cf95-edd8-4baa-a2a0-c53418be348b,40.3820941079911,-86.8868241838708,23,4184.91
0ad88370-06b4-4430-8e2f-55c9b689648b,40.4064157004464,-86.8348438399349,30,4165.87
55e8db73-883c-44da-8ffe-0bb673265fce,40.4169789205181,-86.8250327900072,61,8271.38
5722b85f-8831-4c63-93a3-1088ca4ad852,40.4709558586163,-86.8967627096509,53,11019.8
2a89dc32-c5d2-4a1f-b253-5101778fe583,40.4492070048575,-86.940420087601,3,326.7
a71242c1-4d9e-4544-b9fb-85a33be1459a,40.421497101873,-86.8502428740408,44,5734.34
749cb9f5-1ea2-4301-9329-97882a5b9fb7,40.4063560310814,-86.8344339331647,41,9540.65
cc3bb77b-1bf1-454c-8569-4f64668caf8e,40.446453,-86.922233,45,2321.04
cce62167-8ef5-4348-b560-0ba856cccea9,40.420295,-86.91458,4,722.05
cce62167-8ef5-4348-b560-0ba856cccea9,40.4201662500228,-86.9131634900294,5,842.73
5411caeb-1442-41aa-806e-7dd24ab1196c,40.4182355355165,-86.8798008191467,29,9326.84
1a9201fa-fddf-4943-8d40-fb830a3b4a5b,40.4240103318697,-86.9082402830267,34,5507.85
c01374f4-4c5d-40d6-ae29-674af9914301,40.4240934887021,-86.9172436713025,13,2618.33
4d06a394-0bf1-4495-aa4b-248e7e992dc9,40.4207112145848,-86.8948077794795,0,0
0ad88370-06b4-4430-8e2f-55c9b689648b,40.4218337191244,-86.8942606088078,84,15436.12
ec57a9af-e26c-4f0c-b0f5-c8689c11b535,40.479422,-86.934318,2,413.1
749cb9f5-1ea2-4301-9329-97882a5b9fb7,40.420526,-86.845731,33,7002.16
d7c3f8ae-2050-45f0-86c8-e90cb3022546,40.4279093739805,-86.9104464819135,2,355.75
